Temperature,Humidity,Light,Gas,Weather_Current,Weather_1H_Ahead
26.81,72.82,2587.48,448.86,Mendung,Mendung
23.25,96.71,627.42,254.07,Hujan,Mendung
31.07,59.22,48919.76,390.24,Cerah,Cerah
31.11,45.99,58596.22,378.12,Cerah,Cerah
25.59,88.08,462.31,125.58,Hujan,Mendung
24.35,89.41,1456.71,469.35,Hujan,Hujan
32.4,51.19,49314.41,227.35,Cerah,Berawan
28.01,75.45,9076.87,468.6,Mendung,Hujan
25.62,84.32,6930.32,118.97,Mendung,Berawan
22.78,92.58,1230.59,337.49,Hujan,Hujan
27.61,74.76,1894.97,270.22,Mendung,Mendung
25.23,99.44,1894.38,198.76,Hujan,Mendung
28.59,70.26,1769.58,245.52,Mendung,Cerah
35.26,52.86,82236.77,737.44,Cerah,Cerah
26.04,77.59,6312.65,287.64,Mendung,Mendung
31.1,62.26,35832.04,253.66,Berawan,Hujan
22.56,98.03,1026.12,726.19,Hujan,Hujan
32.91,50.25,84501.22,589.19,Cerah,Cerah
30.84,56.7,99064.13,467.98,Cerah,Cerah
27.73,86.45,5766.96,670.54,Mendung,Mendung
30.22,68.03,34892.25,244.49,Berawan,Cerah
31.58,45.33,83931.07,275.51,Cerah,Cerah
31.05,58.29,65126.23,368.2,Cerah,Cerah
23.42,99.38,450.3,163.24,Hujan,Hujan
32.34,45.77,61340.36,603.33,Cerah,Cerah
28.8,77.93,9586.78,194.5,Mendung,Mendung
28.12,60.25,27852.34,136.0,Berawan,Berawan
30.93,52.47,68454.24,341.07,Cerah,Cerah
32.97,53.77,66089.64,272.48,Cerah,Berawan
30.01,59.35,40315.23,172.17,Cerah,Cerah
28.67,72.74,9552.14,412.2,Mendung,Berawan
31.83,70.17,29168.48,631.33,Berawan,Berawan
25.4,88.75,1029.91,254.85,Hujan,Hujan
34.02,40.88,75295.83,799.55,Cerah,Cerah
31.66,55.68,30922.61,308.14,Berawan,Mendung
29.69,70.91,32351.94,138.42,Berawan,Berawan
28.32,70.74,6366.43,261.01,Mendung,Berawan
31.54,65.61,23230.96,383.14,Berawan,Berawan
24.16,96.86,705.63,538.12,Hujan,Hujan
31.51,63.35,23858.29,793.24,Berawan,Cerah
33.17,58.78,87926.99,798.55,Cerah,Cerah
28.35,55.75,24393.44,506.53,Berawan,Cerah
34.61,48.36,65281.42,616.31,Cerah,Cerah
26.87,75.94,8675.4,600.89,Mendung,Mendung
22.07,99.82,912.77,369.03,Hujan,Hujan
25.83,96.97,592.07,511.99,Hujan,Hujan
28.78,79.35,6520.7,216.92,Mendung,Hujan
26.61,86.76,3075.12,681.45,Mendung,Berawan
25.71,74.41,2677.94,645.71,Mendung,Mendung
33.78,44.33,71095.62,518.09,Cerah,Cerah
26.58,85.16,7264.19,207.73,Mendung,Hujan
30.49,69.96,11045.95,726.45,Berawan,Mendung
28.51,75.31,2165.63,722.12,Mendung,Hujan
22.14,89.94,1870.02,614.65,Hujan,Mendung
23.49,88.9,1474.5,447.11,Hujan,Berawan
22.44,98.42,1983.8,143.06,Hujan,Hujan
30.37,71.49,20434.28,574.61,Berawan,Berawan
34.4,50.43,92089.65,271.7,Cerah,Cerah
24.83,97.56,1425.2,576.1,Hujan,Hujan
28.76,72.63,38839.46,425.83,Berawan,Mendung
28.52,61.7,32305.25,212.53,Berawan,Mendung
31.03,60.17,15793.99,158.87,Berawan,Berawan
33.79,45.2,78040.34,477.99,Cerah,Berawan
29.13,55.37,22967.22,688.09,Berawan,Berawan
28.73,72.05,9435.06,581.52,Mendung,Berawan
25.67,85.42,7377.15,431.5,Mendung,Berawan
22.18,98.07,1949.63,778.21,Hujan,Hujan
27.38,77.67,1590.64,675.06,Mendung,Mendung
25.08,95.25,947.22,291.54,Hujan,Hujan
30.61,57.08,71621.45,678.14,Cerah,Cerah
22.33,95.21,1343.57,291.28,Hujan,Hujan
22.13,95.97,1828.1,700.15,Hujan,Hujan
26.1,89.68,4684.01,725.87,Mendung,Berawan
31.2,57.36,82895.44,493.93,Cerah,Cerah
28.87,73.71,8817.61,643.62,Mendung,Hujan
30.12,55.36,33903.93,305.92,Berawan,Mendung
30.47,70.93,24445.67,182.12,Berawan,Cerah
22.99,93.38,528.53,212.58,Hujan,Hujan
31.61,55.95,58621.72,418.65,Cerah,Cerah
30.72,62.91,39241.0,605.32,Berawan,Berawan
35.16,55.6,42377.13,436.35,Cerah,Cerah
30.62,51.42,41102.06,437.65,Cerah,Cerah
33.36,40.2,59587.68,462.4,Cerah,Cerah
30.5,56.49,61468.08,325.47,Cerah,Mendung
30.76,71.01,16004.51,217.24,Berawan,Cerah
25.5,87.92,6352.99,531.62,Mendung,Mendung
34.25,57.42,82845.22,661.21,Cerah,Cerah
26.94,83.22,5977.01,518.23,Mendung,Hujan
27.57,80.53,7584.31,157.14,Mendung,Berawan
27.6,79.59,6541.68,330.31,Mendung,Mendung
31.09,55.79,79522.47,448.74,Cerah,Cerah
30.61,61.65,26274.36,445.29,Berawan,Cerah
27.72,71.44,1275.87,280.38,Mendung,Mendung
31.84,63.32,35387.36,540.14,Berawan,Berawan
31.95,55.8,36010.94,505.07,Berawan,Berawan
32.37,52.12,75863.41,655.07,Cerah,Cerah
27.37,88.25,2895.96,536.08,Mendung,Mendung
25.94,85.52,4647.79,521.3,Mendung,Mendung
31.89,58.62,35631.55,444.59,Berawan,Cerah
23.62,93.89,1200.89,563.83,Hujan,Berawan
32.35,59.39,55488.01,559.72,Cerah,Cerah
24.39,90.95,550.35,264.27,Hujan,Hujan
28.68,65.4,20110.1,680.22,Berawan,Berawan
24.35,99.23,579.8,351.48,Hujan,Mendung
27.95,83.28,5271.68,690.92,Mendung,Hujan
25.46,93.37,1125.82,123.93,Hujan,Hujan
33.19,58.73,42360.61,185.48,Cerah,Cerah
30.53,42.07,75080.24,581.75,Cerah,Cerah
31.86,55.1,38554.35,547.38,Berawan,Mendung
26.02,80.43,4083.88,472.57,Mendung,Berawan
29.23,69.09,16055.6,571.4,Berawan,Hujan
34.38,43.12,54073.68,774.34,Cerah,Cerah
35.03,58.89,80994.88,448.02,Cerah,Cerah
25.46,96.53,314.91,656.86,Hujan,Hujan
31.29,53.18,63631.86,555.86,Cerah,Cerah
22.64,94.07,704.41,706.51,Hujan,Hujan
34.69,51.34,84306.95,714.96,Cerah,Cerah
31.7,63.76,37041.27,714.52,Berawan,Berawan
34.91,42.4,72669.35,104.03,Cerah,Cerah
24.44,93.45,822.8,483.95,Hujan,Hujan
23.49,88.41,239.07,522.41,Hujan,Hujan
31.04,65.01,26270.91,766.03,Berawan,Mendung
22.1,90.12,822.37,379.18,Hujan,Hujan
23.91,90.92,1143.89,622.81,Hujan,Hujan
25.07,73.92,1068.07,553.23,Mendung,Hujan
33.93,47.6,51829.25,435.43,Cerah,Cerah
29.94,60.14,18546.19,315.1,Berawan,Mendung
27.32,71.79,7458.72,379.93,Mendung,Hujan
28.49,58.62,30433.54,227.01,Berawan,Berawan
26.18,85.87,2667.06,742.43,Mendung,Mendung
31.22,66.0,11302.38,543.21,Berawan,Hujan
27.55,80.3,6341.85,655.62,Mendung,Mendung
23.64,97.6,1810.04,347.39,Hujan,Mendung
31.81,54.64,91070.46,570.0,Cerah,Berawan
27.5,79.04,6279.48,217.61,Mendung,Mendung
29.89,65.71,15353.38,318.59,Berawan,Cerah
27.19,74.64,4518.15,516.13,Mendung,Mendung
29.1,66.94,30275.24,409.9,Berawan,Berawan
34.15,59.83,47703.66,172.88,Cerah,Berawan
31.62,70.45,17946.86,551.7,Berawan,Berawan
31.94,44.53,61299.78,148.6,Cerah,Cerah
30.68,56.4,29205.05,289.8,Berawan,Berawan
27.13,76.49,3997.02,568.64,Mendung,Hujan
29.45,74.91,23390.57,333.5,Berawan,Berawan
31.83,58.51,30700.15,240.65,Berawan,Berawan
29.69,71.44,10037.1,310.6,Berawan,Hujan
28.71,74.69,4593.84,206.69,Mendung,Hujan
25.07,88.65,1375.96,165.05,Hujan,Mendung
25.02,86.92,1669.53,647.42,Hujan,Hujan
28.47,59.55,20250.24,366.64,Berawan,Berawan
33.32,46.11,63818.89,413.04,Cerah,Cerah
25.65,85.73,6171.29,496.6,Mendung,Mendung
25.72,86.75,1653.15,366.44,Hujan,Hujan
30.89,57.83,16359.47,673.11,Berawan,Berawan
25.69,83.9,4114.9,782.93,Mendung,Mendung
33.45,49.59,58823.66,524.46,Cerah,Cerah
25.06,87.62,1054.88,379.06,Hujan,Mendung
30.73,49.56,70366.45,262.79,Cerah,Cerah
25.86,91.49,692.45,454.3,Hujan,Mendung
25.41,85.0,133.61,521.79,Hujan,Mendung
25.25,85.62,5138.2,140.71,Mendung,Hujan
33.72,45.95,65820.23,219.47,Cerah,Cerah
23.21,86.52,1415.11,143.6,Hujan,Hujan
25.92,74.65,2987.22,221.63,Mendung,Mendung
29.7,57.61,36598.13,414.85,Berawan,Cerah
27.1,79.63,2591.98,370.96,Mendung,Hujan
26.66,79.63,1172.73,281.87,Mendung,Hujan
28.76,67.38,19705.01,684.01,Berawan,Berawan
34.81,59.19,69271.24,176.82,Cerah,Cerah
27.0,75.32,2343.14,189.04,Mendung,Hujan
24.95,92.14,814.19,376.13,Hujan,Mendung
35.74,42.66,46128.97,561.08,Cerah,Mendung
29.75,60.09,35226.15,126.9,Berawan,Mendung
34.95,49.91,63180.93,415.09,Cerah,Cerah
30.4,50.37,49010.14,616.2,Cerah,Cerah
30.29,40.76,84772.44,561.32,Cerah,Berawan
25.05,89.13,7637.58,347.28,Mendung,Mendung
28.88,88.85,8054.58,348.39,Mendung,Mendung
33.96,55.29,55902.79,114.66,Cerah,Cerah
25.6,96.74,532.9,783.19,Hujan,Hujan
25.49,82.3,7971.7,550.73,Mendung,Mendung
31.58,61.44,13757.01,432.04,Berawan,Cerah
33.49,54.96,88706.19,559.54,Cerah,Cerah
25.44,81.97,1855.11,363.2,Mendung,Mendung
30.45,73.86,17220.78,185.05,Berawan,Cerah
28.05,74.85,30143.65,321.85,Berawan,Mendung
25.68,88.78,1534.58,422.38,Hujan,Hujan
24.23,87.71,202.33,324.04,Hujan,Hujan
35.62,40.86,49888.89,192.21,Cerah,Berawan
28.86,79.77,2356.08,339.67,Mendung,Mendung
33.54,50.17,57852.91,495.52,Cerah,Cerah
27.31,87.54,4904.2,212.59,Mendung,Mendung
22.99,95.9,1984.44,169.42,Hujan,Mendung
30.63,61.22,32270.44,670.58,Berawan,Berawan
29.42,70.68,26626.8,103.66,Berawan,Berawan
31.33,55.22,32486.36,631.07,Berawan,Berawan
22.6,89.58,1765.64,797.43,Hujan,Mendung
33.86,55.61,53032.55,196.48,Cerah,Cerah
30.78,55.06,28587.68,348.85,Berawan,Berawan
23.61,98.11,1069.21,606.38,Hujan,Mendung
30.25,66.21,28104.63,573.53,Berawan,Mendung
25.09,76.44,6728.42,204.3,Mendung,Mendung
25.14,95.62,1598.37,462.09,Hujan,Mendung
22.49,96.03,548.13,360.0,Hujan,Berawan
24.94,99.98,1872.92,549.8,Hujan,Mendung
23.98,87.67,1403.23,793.79,Hujan,Hujan
27.29,81.76,2660.29,353.56,Mendung,Mendung
34.2,51.72,75188.75,588.37,Cerah,Mendung
28.76,75.19,4866.91,710.91,Mendung,Hujan
32.89,48.7,96241.2,594.21,Cerah,Cerah
30.91,64.93,23105.52,610.66,Berawan,Berawan
28.9,57.63,21965.08,745.84,Berawan,Berawan
30.41,41.14,56931.22,283.19,Cerah,Cerah
25.15,99.62,805.29,400.22,Hujan,Hujan
28.26,64.75,11008.41,143.86,Berawan,Mendung
32.08,46.3,86311.46,160.5,Cerah,Cerah
24.66,99.45,1164.32,755.78,Hujan,Berawan
25.15,94.37,1039.51,785.69,Hujan,Mendung
25.79,81.31,5175.39,780.4,Mendung,Mendung
31.1,40.44,83200.48,392.59,Cerah,Cerah
30.24,65.47,13443.07,702.1,Berawan,Berawan
34.75,50.98,76774.01,258.3,Cerah,Berawan
28.66,73.91,35499.26,568.32,Berawan,Berawan
23.84,96.24,652.12,650.88,Hujan,Mendung
26.84,71.04,8076.5,240.95,Mendung,Mendung
24.18,96.38,1532.8,112.56,Hujan,Mendung
28.52,87.41,3149.17,415.87,Mendung,Hujan
30.23,66.05,12824.56,340.56,Berawan,Cerah
29.99,57.11,29703.4,675.47,Berawan,Berawan
26.76,73.91,2680.51,165.83,Mendung,Mendung
33.47,52.69,87874.85,377.18,Cerah,Mendung
24.08,91.71,1159.86,216.22,Hujan,Hujan
35.44,45.54,99011.29,198.5,Cerah,Cerah
23.45,95.99,1658.72,319.21,Hujan,Hujan
28.33,72.65,34108.11,453.64,Berawan,Hujan
26.94,72.45,7526.67,326.11,Mendung,Hujan
29.71,58.24,10378.23,491.83,Berawan,Berawan
34.94,44.2,62741.63,781.42,Cerah,Cerah
34.91,50.82,82614.57,320.05,Cerah,Cerah
27.61,76.28,3288.9,673.48,Mendung,Hujan
28.7,69.24,34779.35,170.45,Berawan,Cerah
25.62,96.1,463.39,529.64,Hujan,Mendung
23.41,97.62,995.45,785.37,Hujan,Hujan
24.96,86.6,698.35,102.67,Hujan,Hujan
31.42,59.54,35111.23,295.49,Berawan,Berawan
25.47,88.23,784.72,147.95,Hujan,Hujan
33.92,58.77,92272.27,636.25,Cerah,Berawan
35.39,53.02,92453.6,100.13,Cerah,Cerah
29.79,64.21,35936.91,482.65,Berawan,Berawan
31.21,64.58,10540.0,395.01,Berawan,Cerah
29.12,72.17,18766.55,737.54,Berawan,Berawan
35.04,59.64,77280.67,491.43,Cerah,Cerah
31.69,57.46,46754.82,592.58,Cerah,Cerah
23.05,85.69,1177.62,298.68,Hujan,Hujan
31.78,46.0,84591.59,133.7,Cerah,Mendung
25.51,89.96,746.77,792.32,Hujan,Hujan
22.96,96.92,165.87,507.96,Hujan,Hujan
30.29,68.18,17569.22,254.16,Berawan,Berawan
30.56,58.19,80152.02,680.5,Cerah,Berawan
30.15,53.89,44932.42,737.47,Cerah,Cerah
27.41,87.85,4990.42,524.96,Mendung,Mendung
25.16,94.59,1385.21,192.19,Hujan,Mendung
23.95,94.78,1906.01,520.46,Hujan,Hujan
31.61,48.14,93488.8,102.04,Cerah,Cerah
28.18,57.8,18304.43,780.07,Berawan,Berawan
33.74,49.39,66848.09,432.0,Cerah,Cerah
30.03,40.15,53144.13,125.7,Cerah,Cerah
29.85,63.77,16555.3,377.76,Berawan,Cerah
32.38,41.74,77023.99,179.69,Cerah,Cerah
27.3,70.59,7078.78,131.4,Mendung,Mendung
26.1,77.89,4796.45,387.71,Mendung,Hujan
31.55,53.49,57803.66,602.9,Cerah,Mendung
30.01,52.73,43068.12,280.33,Cerah,Cerah
28.49,75.13,6987.63,660.25,Mendung,Mendung
30.73,48.38,85070.68,149.71,Cerah,Cerah
28.0,78.25,6814.87,552.52,Mendung,Hujan
30.06,52.72,94797.22,528.8,Cerah,Berawan
24.55,96.11,1106.98,680.31,Hujan,Hujan
28.05,63.44,18851.22,440.2,Berawan,Berawan
31.64,71.16,16481.54,426.63,Berawan,Mendung
31.38,68.85,22897.93,571.08,Berawan,Cerah
35.17,51.81,53576.75,368.97,Cerah,Cerah
25.67,91.46,705.85,507.54,Hujan,Mendung
30.16,47.86,71548.76,458.18,Cerah,Cerah
25.57,87.8,4112.9,208.12,Mendung,Cerah
23.52,85.1,833.16,654.2,Hujan,Hujan
34.06,52.12,61875.62,252.52,Cerah,Mendung
30.63,43.35,98321.52,259.94,Cerah,Mendung
28.86,77.68,1350.96,121.67,Mendung,Mendung
29.58,61.26,14411.86,441.5,Berawan,Cerah
28.46,74.12,19419.0,721.88,Berawan,Berawan
24.18,86.32,1253.07,206.11,Hujan,Berawan
23.36,93.12,392.88,487.6,Hujan,Hujan
28.99,71.77,20685.57,678.77,Berawan,Berawan
28.23,61.85,18107.43,776.49,Berawan,Berawan
25.66,81.66,9997.42,205.37,Mendung,Hujan
23.61,99.91,1772.6,536.38,Hujan,Hujan
29.85,69.62,14439.52,696.79,Berawan,Berawan
28.91,74.28,37283.64,605.5,Berawan,Berawan
22.15,96.19,1143.71,140.42,Hujan,Hujan
35.26,58.88,48927.76,423.87,Cerah,Mendung
25.02,92.38,674.65,443.99,Hujan,Hujan
31.05,62.73,25338.26,444.63,Berawan,Berawan
28.58,79.12,4991.1,521.48,Mendung,Mendung
28.82,74.01,1983.38,697.77,Mendung,Mendung
31.79,44.81,58713.94,279.23,Cerah,Cerah
27.51,88.53,1172.04,433.79,Mendung,Mendung
28.49,80.54,6692.9,551.13,Mendung,Hujan
31.67,44.21,97446.88,106.2,Cerah,Mendung
25.98,86.35,104.4,130.91,Hujan,Mendung
34.44,42.86,85205.68,638.25,Cerah,Cerah
28.54,84.0,1939.64,379.37,Mendung,Mendung
29.63,63.14,11980.3,344.17,Berawan,Cerah
24.31,95.47,111.57,170.66,Hujan,Hujan
28.31,65.01,33835.47,594.96,Berawan,Cerah
30.84,68.34,16333.37,704.38,Berawan,Berawan
28.72,78.1,9155.0,325.05,Mendung,Mendung
33.29,44.39,42020.15,250.24,Cerah,Cerah
30.74,57.77,70185.04,414.54,Cerah,Cerah
24.22,94.56,1099.93,424.22,Hujan,Mendung
34.82,51.05,71210.19,200.01,Cerah,Berawan
29.61,58.17,36459.77,676.64,Berawan,Berawan
34.49,46.35,40008.08,457.79,Cerah,Cerah
24.37,98.44,1208.21,426.88,Hujan,Mendung
24.96,89.74,293.6,352.16,Hujan,Mendung
28.47,81.44,9164.8,760.09,Mendung,Mendung
29.51,74.28,12678.69,580.91,Berawan,Berawan
35.58,56.88,80550.86,197.38,Cerah,Cerah
27.67,89.32,7849.34,765.54,Mendung,Mendung
29.08,64.51,29030.19,799.63,Berawan,Cerah
31.83,65.01,22981.87,420.39,Berawan,Cerah
31.08,55.06,35768.7,230.22,Berawan,Berawan
25.4,88.18,1348.97,430.6,Hujan,Hujan
34.78,55.08,42156.32,376.31,Cerah,Mendung
24.95,89.73,1325.18,376.59,Hujan,Hujan
30.32,56.71,11290.21,566.81,Berawan,Mendung
30.06,60.35,35064.41,110.29,Berawan,Berawan
25.35,95.64,1902.81,122.0,Hujan,Hujan
30.12,66.9,10297.71,424.87,Berawan,Hujan
23.59,96.43,964.35,287.08,Hujan,Mendung
25.9,86.88,132.2,639.11,Hujan,Hujan
28.73,63.71,19962.98,339.26,Berawan,Berawan
26.39,77.43,1012.18,309.86,Mendung,Mendung
28.52,83.51,5922.67,680.83,Mendung,Mendung
23.83,90.97,675.54,145.99,Hujan,Mendung
30.41,64.47,11791.49,570.15,Berawan,Berawan
25.77,96.78,1983.52,481.14,Hujan,Hujan
25.11,88.07,1478.69,533.81,Hujan,Hujan
34.69,51.57,48817.76,667.79,Cerah,Cerah
25.66,82.86,8288.74,763.18,Mendung,Mendung
29.88,72.8,31231.64,143.54,Berawan,Cerah
32.98,44.61,42673.83,390.95,Cerah,Cerah
28.97,65.01,30388.61,153.37,Berawan,Cerah
31.04,65.94,15409.24,421.02,Berawan,Berawan
29.78,59.18,11499.37,690.55,Berawan,Hujan
33.16,47.84,79546.83,176.23,Cerah,Cerah
25.98,95.68,1964.17,498.68,Hujan,Mendung
35.52,43.52,52837.42,109.12,Cerah,Cerah
25.17,98.62,1893.03,772.09,Hujan,Hujan
31.87,62.86,35626.66,641.16,Berawan,Berawan
30.56,68.33,14880.99,495.56,Berawan,Berawan
30.41,71.71,33532.63,363.89,Berawan,Berawan
27.54,74.44,3895.03,693.63,Mendung,Mendung
26.02,74.92,4624.88,726.25,Mendung,Cerah
23.16,90.97,1847.11,795.28,Hujan,Berawan
32.89,52.71,45443.3,122.83,Cerah,Cerah
